stream,method,roc_auc,pr_auc,f1_best,tpr_at_1fpr,tpr_at_2fpr
mixed,Tenko,0.9896815300555556,0.9980339977288634,0.9812623798567244,0.8819366666666667,0.9215166666666667
mixed,Kitsune,0.9732510870833333,0.9949229539503208,0.9638882671781941,0.82004,0.85536
mixed,Mateen,0.9665049110555557,0.9936839163244526,0.9599580564344994,0.8077633333333334,0.83841
mixed,VAEESDD,0.9539713249166667,0.9914073703386499,0.9522161380302887,0.81264,0.8385233333333333
mixed,iForest,0.93474922075,0.9801993528653195,0.9578823000260166,0.11126,0.28496333333333335
