device_id,device_name,attack,tpr_rebuilt,tpr_orig,fpr_rebuilt,fpr_orig,auc_rebuilt,auc_orig,eer_rebuilt,eer_orig
8,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai.syn,0.9999522729984488,0.9999443184981904,0.1240609572869714,0.1438076840523717,0.9999918440335404,0.9999889808232092,3.1818001034085035e-05,3.1818001034085035e-05
8,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai.udp,0.9999407423014374,0.9999407423014374,0.1240609572869714,0.1438076840523717,0.9999907773308336,0.9999881346107384,2.96288492813358e-05,2.96288492813358e-05
8,SimpleHome_XCS7_1002_WHT_Security_Camera,mirai.udpplain,0.9999872194673074,0.999936097336537,0.1240609572869714,0.1438076840523717,0.9999927524860756,0.9999825368381366,0.0001712218306662,0.0001776120970125
8,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt.combo,0.999926312105079,0.999926312105079,0.1240609572869714,0.1438076840523717,0.9999864217519232,0.9999843063288828,4.6054934325663655e-05,4.6054934325663655e-05
8,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt.junk,0.9995101298155988,0.9994751390881416,0.1240609572869714,0.1438076840523717,0.999924603581682,0.9998941866582648,0.0006018833212675,0.0006018833212675
8,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt.scan,0.9993171608265948,0.9993171608265948,0.1240609572869714,0.1438076840523717,0.999885958198172,0.9996289090259372,0.0006813465402441,0.0085335573440154
8,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt.tcp,0.0008782201405152,0.0008782201405152,0.1240609572869714,0.1438076840523717,0.8455912494414125,0.7998923565166322,0.1545419135191179,0.20025713825195
8,SimpleHome_XCS7_1002_WHT_Security_Camera,gafgyt.udp,0.0003278056305437,0.0003085229463941,0.1240609572869714,0.1438076840523717,0.8454924190783266,0.7997728438552886,0.1545403364449683,0.2002589411186539
9,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai.scan,1.0,0.9989925356047076,0.0768049155145929,0.0629800307219662,0.9999822850777208,0.999901178636737,0.0009814195906312,0.0014206113202785
9,SimpleHome_XCS7_1003_WHT_Security_Camera,mirai.ack,1.0,0.9999160345937472,0.0768049155145929,0.0629800307219662,0.9999999331219384,0.9999932023227458,5.131219270993684e-05,6.064168229356172e-05
